users,year,month,day,video_id,video_views,video_likes,video_dislikes,comments_count,total_comment_likes_count
625,2018,9,30,YUTFNCrdcUc,27605.0,659.0,7.0,84.0,121.0
427,2018,10,1,YUTFNCrdcUc,27605.0,659.0,7.0,84.0,121.0
379,2018,10,2,YUTFNCrdcUc,27605.0,659.0,7.0,84.0,121.0
449,2018,10,3,7dx85aZ7Xdo,141530.0,1462.0,123.0,241.0,817.0
606,2018,10,4,7dx85aZ7Xdo,141530.0,1462.0,123.0,241.0,817.0
328,2018,10,5,7dx85aZ7Xdo,141530.0,1462.0,123.0,241.0,817.0
328,2018,10,6,7dx85aZ7Xdo,141530.0,1462.0,123.0,241.0,817.0
540,2018,10,7,w-W0Kctuc-k,35234.0,1022.0,21.0,121.0,206.0
426,2018,10,8,w-W0Kctuc-k,35234.0,1022.0,21.0,121.0,206.0
381,2018,10,9,w-W0Kctuc-k,35234.0,1022.0,21.0,121.0,206.0
302,2018,10,10,w-W0Kctuc-k,35234.0,1022.0,21.0,121.0,206.0
332,2018,10,11,w-W0Kctuc-k,35234.0,1022.0,21.0,121.0,206.0
292,2018,10,12,w-W0Kctuc-k,35234.0,1022.0,21.0,121.0,206.0
278,2018,10,13,w-W0Kctuc-k,35234.0,1022.0,21.0,121.0,206.0
666,2018,10,14,w-W0Kctuc-k,35234.0,1022.0,21.0,121.0,206.0
443,2018,10,15,w-W0Kctuc-k,35234.0,1022.0,21.0,121.0,206.0
294,2018,10,16,w-W0Kctuc-k,35234.0,1022.0,21.0,121.0,206.0
310,2018,10,17,OJ_1Y6oCo4U,17433.0,521.0,7.0,83.0,128.0
291,2018,10,18,OJ_1Y6oCo4U,17433.0,521.0,7.0,83.0,128.0
246,2018,10,19,OJ_1Y6oCo4U,17433.0,521.0,7.0,83.0,128.0
270,2018,10,20,OJ_1Y6oCo4U,17433.0,521.0,7.0,83.0,128.0
658,2018,10,21,OJ_1Y6oCo4U,17433.0,521.0,7.0,83.0,128.0
611,2018,10,22,OJ_1Y6oCo4U,17433.0,521.0,7.0,83.0,128.0
512,2018,10,23,OJ_1Y6oCo4U,17433.0,521.0,7.0,83.0,128.0
490,2018,10,24,OJ_1Y6oCo4U,17433.0,521.0,7.0,83.0,128.0
417,2018,10,25,OJ_1Y6oCo4U,17433.0,521.0,7.0,83.0,128.0
351,2018,10,26,OJ_1Y6oCo4U,17433.0,521.0,7.0,83.0,128.0
336,2018,10,27,OJ_1Y6oCo4U,17433.0,521.0,7.0,83.0,128.0
456,2018,10,28,Mv5rQcQekzM,9990.0,373.0,9.0,75.0,69.0
343,2018,10,29,Mv5rQcQekzM,9990.0,373.0,9.0,75.0,69.0
364,2018,10,30,Mv5rQcQekzM,9990.0,373.0,9.0,75.0,69.0
313,2018,10,31,SmpU344Ozpo,32831.0,892.0,19.0,122.0,250.0
371,2018,11,1,AEyPT-b3JsI,28148.0,805.0,23.0,95.0,299.0
329,2018,11,2,AEyPT-b3JsI,28148.0,805.0,23.0,95.0,299.0
271,2018,11,3,AEyPT-b3JsI,28148.0,805.0,23.0,95.0,299.0
457,2018,11,4,wfeIdpimBcQ,73477.0,1668.0,76.0,183.0,186.0
462,2018,11,5,wfeIdpimBcQ,73477.0,1668.0,76.0,183.0,186.0
397,2018,11,6,wfeIdpimBcQ,73477.0,1668.0,76.0,183.0,186.0
405,2018,11,7,wfeIdpimBcQ,73477.0,1668.0,76.0,183.0,186.0
334,2018,11,8,wfeIdpimBcQ,73477.0,1668.0,76.0,183.0,186.0
271,2018,11,9,wfeIdpimBcQ,73477.0,1668.0,76.0,183.0,186.0
341,2018,11,10,wfeIdpimBcQ,73477.0,1668.0,76.0,183.0,186.0
468,2018,11,11,185O2XH9JOY,167608.0,2501.0,86.0,231.0,919.0
370,2018,11,12,185O2XH9JOY,167608.0,2501.0,86.0,231.0,919.0
310,2018,11,13,185O2XH9JOY,167608.0,2501.0,86.0,231.0,919.0
494,2018,11,14,185O2XH9JOY,167608.0,2501.0,86.0,231.0,919.0
348,2018,11,15,185O2XH9JOY,167608.0,2501.0,86.0,231.0,919.0
349,2018,11,16,185O2XH9JOY,167608.0,2501.0,86.0,231.0,919.0
495,2018,11,17,5X_sk_1hmC8,71749.0,1596.0,49.0,146.0,239.0
502,2018,11,18,5X_sk_1hmC8,71749.0,1596.0,49.0,146.0,239.0
765,2018,11,19,5X_sk_1hmC8,71749.0,1596.0,49.0,146.0,239.0
1101,2018,11,20,5X_sk_1hmC8,71749.0,1596.0,49.0,146.0,239.0
949,2018,11,21,5X_sk_1hmC8,71749.0,1596.0,49.0,146.0,239.0
925,2018,11,22,0WS-_olBHek,14787.0,493.0,10.0,93.0,103.0
1557,2018,11,23,0WS-_olBHek,14787.0,493.0,10.0,93.0,103.0
776,2018,11,24,0WS-_olBHek,14787.0,493.0,10.0,93.0,103.0
670,2018,11,25,oXY2fV_B1Ac,46939.0,1317.0,32.0,123.0,134.0
1121,2018,11,26,oXY2fV_B1Ac,46939.0,1317.0,32.0,123.0,134.0
530,2018,11,27,oXY2fV_B1Ac,46939.0,1317.0,32.0,123.0,134.0
409,2018,11,28,oXY2fV_B1Ac,46939.0,1317.0,32.0,123.0,134.0
339,2018,11,29,oXY2fV_B1Ac,46939.0,1317.0,32.0,123.0,134.0
613,2018,11,30,oXY2fV_B1Ac,46939.0,1317.0,32.0,123.0,134.0
332,2018,12,1,xxfcC177DI4,31301.0,1289.0,30.0,95.0,219.0
775,2018,12,2,tiy_ccjdyJI,25630.0,885.0,17.0,94.0,113.0
646,2018,12,3,tiy_ccjdyJI,25630.0,885.0,17.0,94.0,113.0
427,2018,12,4,tiy_ccjdyJI,25630.0,885.0,17.0,94.0,113.0
410,2018,12,5,tiy_ccjdyJI,25630.0,885.0,17.0,94.0,113.0
747,2018,12,6,tiy_ccjdyJI,25630.0,885.0,17.0,94.0,113.0
412,2018,12,7,tiy_ccjdyJI,25630.0,885.0,17.0,94.0,113.0
530,2018,12,8,OOaPSYTl4O8,135259.0,2520.0,68.0,272.0,510.0
702,2018,12,9,OOaPSYTl4O8,135259.0,2520.0,68.0,272.0,510.0
437,2018,12,10,OOaPSYTl4O8,135259.0,2520.0,68.0,272.0,510.0
407,2018,12,11,OOaPSYTl4O8,135259.0,2520.0,68.0,272.0,510.0
372,2018,12,12,OOaPSYTl4O8,135259.0,2520.0,68.0,272.0,510.0
419,2018,12,13,OOaPSYTl4O8,135259.0,2520.0,68.0,272.0,510.0
346,2018,12,14,OOaPSYTl4O8,135259.0,2520.0,68.0,272.0,510.0
393,2018,12,15,OOaPSYTl4O8,135259.0,2520.0,68.0,272.0,510.0
913,2018,12,16,OOaPSYTl4O8,135259.0,2520.0,68.0,272.0,510.0
503,2018,12,17,DgFPjU6ZzT4,87822.0,1623.0,44.0,161.0,368.0
703,2018,12,18,DgFPjU6ZzT4,87822.0,1623.0,44.0,161.0,368.0
637,2018,12,19,DgFPjU6ZzT4,87822.0,1623.0,44.0,161.0,368.0
482,2018,12,20,DgFPjU6ZzT4,87822.0,1623.0,44.0,161.0,368.0
406,2018,12,21,DgFPjU6ZzT4,87822.0,1623.0,44.0,161.0,368.0
354,2018,12,22,DgFPjU6ZzT4,87822.0,1623.0,44.0,161.0,368.0
438,2018,12,23,2lxvq3O7h-o,45058.0,1223.0,27.0,143.0,263.0
596,2018,12,24,E-jeUnTg3Es,35517.0,1143.0,36.0,116.0,232.0
1075,2018,12,25,E-jeUnTg3Es,35517.0,1143.0,36.0,116.0,232.0
1525,2018,12,26,E-jeUnTg3Es,35517.0,1143.0,36.0,116.0,232.0
975,2018,12,27,E-jeUnTg3Es,35517.0,1143.0,36.0,116.0,232.0
899,2018,12,28,YEKcp8sKsQY,28604.0,1105.0,55.0,135.0,290.0
557,2018,12,29,YEKcp8sKsQY,28604.0,1105.0,55.0,135.0,290.0
520,2018,12,30,YEKcp8sKsQY,28604.0,1105.0,55.0,135.0,290.0
414,2018,12,31,YEKcp8sKsQY,28604.0,1105.0,55.0,135.0,290.0
452,2019,1,1,YEKcp8sKsQY,28604.0,1105.0,55.0,135.0,290.0
509,2019,1,2,YEKcp8sKsQY,28604.0,1105.0,55.0,135.0,290.0
468,2019,1,3,bopN0IDT6_8,195871.0,4052.0,169.0,341.0,775.0
468,2019,1,4,bopN0IDT6_8,195871.0,4052.0,169.0,341.0,775.0
520,2019,1,5,bopN0IDT6_8,195871.0,4052.0,169.0,341.0,775.0
572,2019,1,6,W7Brz-BxvYI,131652.0,2705.0,113.0,191.0,547.0
475,2019,1,7,W7Brz-BxvYI,131652.0,2705.0,113.0,191.0,547.0
525,2019,1,8,W7Brz-BxvYI,131652.0,2705.0,113.0,191.0,547.0
376,2019,1,9,W7Brz-BxvYI,131652.0,2705.0,113.0,191.0,547.0
396,2019,1,10,W7Brz-BxvYI,131652.0,2705.0,113.0,191.0,547.0
355,2019,1,11,W7Brz-BxvYI,131652.0,2705.0,113.0,191.0,547.0
391,2019,1,12,W7Brz-BxvYI,131652.0,2705.0,113.0,191.0,547.0
475,2019,1,13,W7Brz-BxvYI,131652.0,2705.0,113.0,191.0,547.0
352,2019,1,14,W7Brz-BxvYI,131652.0,2705.0,113.0,191.0,547.0
316,2019,1,15,W7Brz-BxvYI,131652.0,2705.0,113.0,191.0,547.0
339,2019,1,16,W7Brz-BxvYI,131652.0,2705.0,113.0,191.0,547.0
273,2019,1,17,W7Brz-BxvYI,131652.0,2705.0,113.0,191.0,547.0
272,2019,1,18,W7Brz-BxvYI,131652.0,2705.0,113.0,191.0,547.0
343,2019,1,19,tfrcUqbm3mQ,35174.0,881.0,20.0,108.0,129.0
569,2019,1,20,tfrcUqbm3mQ,35174.0,881.0,20.0,108.0,129.0
317,2019,1,21,tfrcUqbm3mQ,35174.0,881.0,20.0,108.0,129.0
276,2019,1,22,tfrcUqbm3mQ,35174.0,881.0,20.0,108.0,129.0
298,2019,1,23,tfrcUqbm3mQ,35174.0,881.0,20.0,108.0,129.0
294,2019,1,24,tfrcUqbm3mQ,35174.0,881.0,20.0,108.0,129.0
245,2019,1,25,tfrcUqbm3mQ,35174.0,881.0,20.0,108.0,129.0
270,2019,1,26,tfrcUqbm3mQ,35174.0,881.0,20.0,108.0,129.0
368,2019,1,27,tfrcUqbm3mQ,35174.0,881.0,20.0,108.0,129.0
303,2019,1,28,tfrcUqbm3mQ,35174.0,881.0,20.0,108.0,129.0
259,2019,1,29,tfrcUqbm3mQ,35174.0,881.0,20.0,108.0,129.0
341,2019,1,30,7HfHCeuj6fs,99135.0,1901.0,73.0,138.0,390.0
468,2019,1,31,7HfHCeuj6fs,99135.0,1901.0,73.0,138.0,390.0
348,2019,2,1,7HfHCeuj6fs,99135.0,1901.0,73.0,138.0,390.0
375,2019,2,2,7HfHCeuj6fs,99135.0,1901.0,73.0,138.0,390.0
508,2019,2,3,eYG8v9dz7Xg,129162.0,2610.0,74.0,254.0,352.0
414,2019,2,4,eYG8v9dz7Xg,129162.0,2610.0,74.0,254.0,352.0
394,2019,2,5,eYG8v9dz7Xg,129162.0,2610.0,74.0,254.0,352.0
319,2019,2,6,eYG8v9dz7Xg,129162.0,2610.0,74.0,254.0,352.0
307,2019,2,7,eYG8v9dz7Xg,129162.0,2610.0,74.0,254.0,352.0
265,2019,2,8,eYG8v9dz7Xg,129162.0,2610.0,74.0,254.0,352.0
298,2019,2,9,eYG8v9dz7Xg,129162.0,2610.0,74.0,254.0,352.0
365,2019,2,10,eYG8v9dz7Xg,129162.0,2610.0,74.0,254.0,352.0
319,2019,2,11,eYG8v9dz7Xg,129162.0,2610.0,74.0,254.0,352.0
279,2019,2,12,eYG8v9dz7Xg,129162.0,2610.0,74.0,254.0,352.0
273,2019,2,13,eYG8v9dz7Xg,129162.0,2610.0,74.0,254.0,352.0
256,2019,2,14,nOCbMAGBRvI,28766.0,532.0,24.0,76.0,167.0
233,2019,2,15,nOCbMAGBRvI,28766.0,532.0,24.0,76.0,167.0
270,2019,2,16,nOCbMAGBRvI,28766.0,532.0,24.0,76.0,167.0
267,2019,2,17,nOCbMAGBRvI,28766.0,532.0,24.0,76.0,167.0
170,2019,2,18,nOCbMAGBRvI,28766.0,532.0,24.0,76.0,167.0
284,2019,2,19,nOCbMAGBRvI,28766.0,532.0,24.0,76.0,167.0
265,2019,2,20,nOCbMAGBRvI,28766.0,532.0,24.0,76.0,167.0
239,2019,2,21,nOCbMAGBRvI,28766.0,532.0,24.0,76.0,167.0
206,2019,2,22,nOCbMAGBRvI,28766.0,532.0,24.0,76.0,167.0
201,2019,2,23,nOCbMAGBRvI,28766.0,532.0,24.0,76.0,167.0
234,2019,2,24,nOCbMAGBRvI,28766.0,532.0,24.0,76.0,167.0
232,2019,2,25,nOCbMAGBRvI,28766.0,532.0,24.0,76.0,167.0
215,2019,2,26,nOCbMAGBRvI,28766.0,532.0,24.0,76.0,167.0
308,2019,2,27,1MFX0fYZquI,42387.0,702.0,37.0,66.0,47.0
677,2019,2,28,1MFX0fYZquI,42387.0,702.0,37.0,66.0,47.0
240,2019,3,1,1MFX0fYZquI,42387.0,702.0,37.0,66.0,47.0
304,2019,3,2,1MFX0fYZquI,42387.0,702.0,37.0,66.0,47.0
312,2019,3,3,1MFX0fYZquI,42387.0,702.0,37.0,66.0,47.0
252,2019,3,4,1MFX0fYZquI,42387.0,702.0,37.0,66.0,47.0
336,2019,3,5,_wE3qHo7QgI,38109.0,1205.0,25.0,94.0,223.0
302,2019,3,6,_wE3qHo7QgI,38109.0,1205.0,25.0,94.0,223.0
246,2019,3,7,_wE3qHo7QgI,38109.0,1205.0,25.0,94.0,223.0
199,2019,3,8,_wE3qHo7QgI,38109.0,1205.0,25.0,94.0,223.0
231,2019,3,9,_wE3qHo7QgI,38109.0,1205.0,25.0,94.0,223.0
284,2019,3,10,_wE3qHo7QgI,38109.0,1205.0,25.0,94.0,223.0
266,2019,3,11,_wE3qHo7QgI,38109.0,1205.0,25.0,94.0,223.0
316,2019,3,12,rdhWL2WD-4Q,20669.0,959.0,16.0,89.0,116.0
299,2019,3,13,rdhWL2WD-4Q,20669.0,959.0,16.0,89.0,116.0
226,2019,3,14,rdhWL2WD-4Q,20669.0,959.0,16.0,89.0,116.0
226,2019,3,15,1naEPL_0xf4,29539.0,653.0,27.0,114.0,220.0
238,2019,3,16,1naEPL_0xf4,29539.0,653.0,27.0,114.0,220.0
259,2019,3,17,1naEPL_0xf4,29539.0,653.0,27.0,114.0,220.0
190,2019,3,18,1naEPL_0xf4,29539.0,653.0,27.0,114.0,220.0
220,2019,3,19,1naEPL_0xf4,29539.0,653.0,27.0,114.0,220.0
193,2019,3,20,1naEPL_0xf4,29539.0,653.0,27.0,114.0,220.0
198,2019,3,21,wsubri1ow_c,9517.0,281.0,12.0,44.0,48.0
176,2019,3,22,wsubri1ow_c,9517.0,281.0,12.0,44.0,48.0
197,2019,3,23,wsubri1ow_c,9517.0,281.0,12.0,44.0,48.0
245,2019,3,24,TcvGrs3auWY,35384.0,1293.0,39.0,65.0,129.0
191,2019,3,25,TcvGrs3auWY,35384.0,1293.0,39.0,65.0,129.0
217,2019,3,26,TcvGrs3auWY,35384.0,1293.0,39.0,65.0,129.0
171,2019,3,27,TcvGrs3auWY,35384.0,1293.0,39.0,65.0,129.0
198,2019,3,28,875NpMnevak,36501.0,644.0,18.0,76.0,175.0
150,2019,3,29,875NpMnevak,36501.0,644.0,18.0,76.0,175.0
175,2019,3,30,875NpMnevak,36501.0,644.0,18.0,76.0,175.0
173,2019,3,31,VwpvlYvl7kk,46936.0,884.0,27.0,119.0,158.0
211,2019,4,1,VwpvlYvl7kk,46936.0,884.0,27.0,119.0,158.0
209,2019,4,2,VwpvlYvl7kk,46936.0,884.0,27.0,119.0,158.0
219,2019,4,3,VwpvlYvl7kk,46936.0,884.0,27.0,119.0,158.0
369,2019,4,4,VwpvlYvl7kk,46936.0,884.0,27.0,119.0,158.0
174,2019,4,5,VwpvlYvl7kk,46936.0,884.0,27.0,119.0,158.0
196,2019,4,6,VwpvlYvl7kk,46936.0,884.0,27.0,119.0,158.0
242,2019,4,7,Sll-eAI99og,27567.0,682.0,27.0,117.0,219.0
186,2019,4,8,Sll-eAI99og,27567.0,682.0,27.0,117.0,219.0
193,2019,4,9,Sll-eAI99og,27567.0,682.0,27.0,117.0,219.0
155,2019,4,10,Sll-eAI99og,27567.0,682.0,27.0,117.0,219.0
166,2019,4,11,Sll-eAI99og,27567.0,682.0,27.0,117.0,219.0
146,2019,4,12,Sll-eAI99og,27567.0,682.0,27.0,117.0,219.0
169,2019,4,13,Sll-eAI99og,27567.0,682.0,27.0,117.0,219.0
186,2019,4,14,Sll-eAI99og,27567.0,682.0,27.0,117.0,219.0
198,2019,4,15,D7xiUDg3eTI,15809.0,438.0,15.0,80.0,151.0
243,2019,4,16,D7xiUDg3eTI,15809.0,438.0,15.0,80.0,151.0
277,2019,4,17,D7xiUDg3eTI,15809.0,438.0,15.0,80.0,151.0
278,2019,4,18,_H8PA7ydStc,10486.0,308.0,7.0,38.0,54.0
366,2019,4,19,_H8PA7ydStc,10486.0,308.0,7.0,38.0,54.0
271,2019,4,20,_H8PA7ydStc,10486.0,308.0,7.0,38.0,54.0
235,2019,4,21,_H8PA7ydStc,10486.0,308.0,7.0,38.0,54.0
212,2019,4,22,_H8PA7ydStc,10486.0,308.0,7.0,38.0,54.0
178,2019,4,23,_H8PA7ydStc,10486.0,308.0,7.0,38.0,54.0
229,2019,4,24,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
185,2019,4,25,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
142,2019,4,26,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
213,2019,4,27,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
208,2019,4,28,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
146,2019,4,29,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
173,2019,4,30,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
150,2019,5,1,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
153,2019,5,2,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
160,2019,5,3,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
201,2019,5,4,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
176,2019,5,5,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
181,2019,5,6,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
140,2019,5,7,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
171,2019,5,8,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
148,2019,5,9,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
160,2019,5,10,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
150,2019,5,11,Y-54MhbXVoE,23022.0,526.0,15.0,76.0,81.0
184,2019,5,12,1HeoVdevH4U,35335.0,632.0,31.0,67.0,200.0
176,2019,5,13,1HeoVdevH4U,35335.0,632.0,31.0,67.0,200.0
129,2019,5,14,1HeoVdevH4U,35335.0,632.0,31.0,67.0,200.0
152,2019,5,15,1HeoVdevH4U,35335.0,632.0,31.0,67.0,200.0
190,2019,5,16,1HeoVdevH4U,35335.0,632.0,31.0,67.0,200.0
127,2019,5,17,1HeoVdevH4U,35335.0,632.0,31.0,67.0,200.0
187,2019,5,18,1HeoVdevH4U,35335.0,632.0,31.0,67.0,200.0
205,2019,5,19,1HeoVdevH4U,35335.0,632.0,31.0,67.0,200.0
216,2019,5,20,XUWQsiaGpvM,24392.0,554.0,9.0,67.0,92.0
199,2019,5,21,XUWQsiaGpvM,24392.0,554.0,9.0,67.0,92.0
223,2019,5,22,XUWQsiaGpvM,24392.0,554.0,9.0,67.0,92.0
256,2019,5,23,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
232,2019,5,24,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
191,2019,5,25,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
229,2019,5,26,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
234,2019,5,27,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
242,2019,5,28,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
253,2019,5,29,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
238,2019,5,30,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
234,2019,5,31,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
158,2019,6,1,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
171,2019,6,2,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
157,2019,6,3,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
197,2019,6,4,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
163,2019,6,5,MuFcQptJaaM,43790.0,672.0,17.0,103.0,239.0
166,2019,6,6,t-xZRZx63sw,79243.0,2076.0,41.0,178.0,300.0
152,2019,6,7,t-xZRZx63sw,79243.0,2076.0,41.0,178.0,300.0
157,2019,6,8,t-xZRZx63sw,79243.0,2076.0,41.0,178.0,300.0
212,2019,6,9,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
183,2019,6,10,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
173,2019,6,11,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
192,2019,6,12,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
177,2019,6,13,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
358,2019,6,14,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
216,2019,6,15,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
198,2019,6,16,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
181,2019,6,17,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
180,2019,6,18,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
178,2019,6,19,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
184,2019,6,20,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
199,2019,6,21,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
141,2019,6,22,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
186,2019,6,23,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
164,2019,6,24,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
161,2019,6,25,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
138,2019,6,26,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
161,2019,6,27,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
137,2019,6,28,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
170,2019,6,29,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
163,2019,6,30,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
215,2019,7,1,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
176,2019,7,2,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
202,2019,7,3,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
269,2019,7,4,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
153,2019,7,5,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
126,2019,7,6,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
176,2019,7,7,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
202,2019,7,8,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
224,2019,7,9,8SCxvAlxP7s,12023.0,598.0,16.0,52.0,43.0
189,2019,7,10,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
159,2019,7,11,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
123,2019,7,12,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
141,2019,7,13,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
131,2019,7,14,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
170,2019,7,15,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
145,2019,7,16,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
149,2019,7,17,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
130,2019,7,18,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
137,2019,7,19,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
145,2019,7,20,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
131,2019,7,21,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
144,2019,7,22,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
94,2019,7,23,hSluv7Goch8,23250.0,795.0,27.0,164.0,395.0
163,2019,7,24,Lx1Hayr-s8I,34110.0,721.0,18.0,120.0,167.0
200,2019,7,25,Lx1Hayr-s8I,34110.0,721.0,18.0,120.0,167.0
130,2019,7,26,Lx1Hayr-s8I,34110.0,721.0,18.0,120.0,167.0
174,2019,7,27,Lx1Hayr-s8I,34110.0,721.0,18.0,120.0,167.0
187,2019,7,28,Lx1Hayr-s8I,34110.0,721.0,18.0,120.0,167.0
186,2019,7,29,Lx1Hayr-s8I,34110.0,721.0,18.0,120.0,167.0
192,2019,7,30,Lx1Hayr-s8I,34110.0,721.0,18.0,120.0,167.0
204,2019,7,31,Lx1Hayr-s8I,34110.0,721.0,18.0,120.0,167.0
142,2019,8,1,Lx1Hayr-s8I,34110.0,721.0,18.0,120.0,167.0
113,2019,8,2,Lx1Hayr-s8I,34110.0,721.0,18.0,120.0,167.0
131,2019,8,3,Lx1Hayr-s8I,34110.0,721.0,18.0,120.0,167.0
310,2019,8,4,YCkWZ0rmpxE,7970.0,210.0,11.0,29.0,47.0
223,2019,8,5,YCkWZ0rmpxE,7970.0,210.0,11.0,29.0,47.0
197,2019,8,6,YCkWZ0rmpxE,7970.0,210.0,11.0,29.0,47.0
172,2019,8,7,s5snqe5KoaE,66449.0,617.0,36.0,67.0,112.0
146,2019,8,8,s5snqe5KoaE,66449.0,617.0,36.0,67.0,112.0
158,2019,8,9,s5snqe5KoaE,66449.0,617.0,36.0,67.0,112.0
140,2019,8,10,s5snqe5KoaE,66449.0,617.0,36.0,67.0,112.0
161,2019,8,11,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
175,2019,8,12,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
151,2019,8,13,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
167,2019,8,14,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
149,2019,8,15,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
151,2019,8,16,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
130,2019,8,17,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
163,2019,8,18,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
162,2019,8,19,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
158,2019,8,20,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
154,2019,8,21,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
281,2019,8,22,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
175,2019,8,23,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
135,2019,8,24,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
142,2019,8,25,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
128,2019,8,26,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
