users,year,month,day,video_id,video_views,video_likes,video_dislikes,comments_count,total_comment_likes_count
157,2019,8,27,4qXN_m0s5j0,15006.0,211.0,4.0,42.0,43.0
204,2019,8,28,J4OiZZtNkik,51227.0,460.0,11.0,93.0,254.0
178,2019,8,29,J4OiZZtNkik,51227.0,460.0,11.0,93.0,254.0
156,2019,8,30,J4OiZZtNkik,51227.0,460.0,11.0,93.0,254.0
163,2019,8,31,J4OiZZtNkik,51227.0,460.0,11.0,93.0,254.0
187,2019,9,1,J4OiZZtNkik,51227.0,460.0,11.0,93.0,254.0
197,2019,9,2,J4OiZZtNkik,51227.0,460.0,11.0,93.0,254.0
162,2019,9,3,J4OiZZtNkik,51227.0,460.0,11.0,93.0,254.0
212,2019,9,4,J4OiZZtNkik,51227.0,460.0,11.0,93.0,254.0
310,2019,9,5,J4OiZZtNkik,51227.0,460.0,11.0,93.0,254.0
254,2019,9,6,J4OiZZtNkik,51227.0,460.0,11.0,93.0,254.0
199,2019,9,7,J4OiZZtNkik,51227.0,460.0,11.0,93.0,254.0
168,2019,9,8,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
205,2019,9,9,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
201,2019,9,10,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
180,2019,9,11,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
196,2019,9,12,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
184,2019,9,13,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
429,2019,9,14,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
255,2019,9,15,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
174,2019,9,16,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
178,2019,9,17,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
197,2019,9,18,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
190,2019,9,19,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
131,2019,9,20,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
183,2019,9,21,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
255,2019,9,22,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
234,2019,9,23,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
239,2019,9,24,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
236,2019,9,25,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
250,2019,9,26,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
216,2019,9,27,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
231,2019,9,28,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
256,2019,9,29,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
270,2019,9,30,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
219,2019,10,1,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
248,2019,10,2,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
357,2019,10,3,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
407,2019,10,4,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
302,2019,10,5,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
329,2019,10,6,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
383,2019,10,7,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
358,2019,10,8,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
276,2019,10,9,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
302,2019,10,10,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
251,2019,10,11,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
251,2019,10,12,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
293,2019,10,13,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
261,2019,10,14,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
276,2019,10,15,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
291,2019,10,16,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
277,2019,10,17,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
259,2019,10,18,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
247,2019,10,19,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
316,2019,10,20,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
287,2019,10,21,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
276,2019,10,22,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
261,2019,10,23,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
276,2019,10,24,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
256,2019,10,25,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
310,2019,10,26,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
288,2019,10,27,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
308,2019,10,28,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
267,2019,10,29,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
269,2019,10,30,E6qtmUH7CC4,42730.0,1076.0,18.0,150.0,337.0
313,2019,10,31,623Z-KIRyuY,19218.0,386.0,14.0,60.0,61.0
404,2019,11,1,623Z-KIRyuY,19218.0,386.0,14.0,60.0,61.0
339,2019,11,2,623Z-KIRyuY,19218.0,386.0,14.0,60.0,61.0
473,2019,11,3,7kmNfzzgVvs,46509.0,605.0,23.0,102.0,110.0
390,2019,11,4,7kmNfzzgVvs,46509.0,605.0,23.0,102.0,110.0
310,2019,11,5,7kmNfzzgVvs,46509.0,605.0,23.0,102.0,110.0
312,2019,11,6,7kmNfzzgVvs,46509.0,605.0,23.0,102.0,110.0
311,2019,11,7,7kmNfzzgVvs,46509.0,605.0,23.0,102.0,110.0
250,2019,11,8,7kmNfzzgVvs,46509.0,605.0,23.0,102.0,110.0
263,2019,11,9,7kmNfzzgVvs,46509.0,605.0,23.0,102.0,110.0
303,2019,11,10,7kmNfzzgVvs,46509.0,605.0,23.0,102.0,110.0
241,2019,11,11,7kmNfzzgVvs,46509.0,605.0,23.0,102.0,110.0
406,2019,11,12,7kmNfzzgVvs,46509.0,605.0,23.0,102.0,110.0
332,2019,11,13,7kmNfzzgVvs,46509.0,605.0,23.0,102.0,110.0
862,2019,11,14,0ecObmzXrHE,47291.0,1035.0,54.0,261.0,323.0
1142,2019,11,15,0ecObmzXrHE,47291.0,1035.0,54.0,261.0,323.0
912,2019,11,16,0ecObmzXrHE,47291.0,1035.0,54.0,261.0,323.0
1149,2019,11,17,JiiixEex-z0,36719.0,696.0,25.0,138.0,269.0
837,2019,11,18,JiiixEex-z0,36719.0,696.0,25.0,138.0,269.0
696,2019,11,19,JiiixEex-z0,36719.0,696.0,25.0,138.0,269.0
565,2019,11,20,JiiixEex-z0,36719.0,696.0,25.0,138.0,269.0
563,2019,11,21,JiiixEex-z0,36719.0,696.0,25.0,138.0,269.0
536,2019,11,22,gZwiZWy71XA,9975.0,268.0,11.0,55.0,46.0
586,2019,11,23,gZwiZWy71XA,9975.0,268.0,11.0,55.0,46.0
594,2019,11,24,jBNHj9UeN7A,70505.0,909.0,36.0,153.0,266.0
507,2019,11,25,jBNHj9UeN7A,70505.0,909.0,36.0,153.0,266.0
463,2019,11,26,jBNHj9UeN7A,70505.0,909.0,36.0,153.0,266.0
851,2019,11,27,40_abdTaZTw,17370.0,442.0,12.0,60.0,47.0
1291,2019,11,28,40_abdTaZTw,17370.0,442.0,12.0,60.0,47.0
963,2019,11,29,40_abdTaZTw,17370.0,442.0,12.0,60.0,47.0
573,2019,11,30,40_abdTaZTw,17370.0,442.0,12.0,60.0,47.0
599,2019,12,1,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
553,2019,12,2,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
408,2019,12,3,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
360,2019,12,4,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
356,2019,12,5,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
362,2019,12,6,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
292,2019,12,7,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
363,2019,12,8,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
370,2019,12,9,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
367,2019,12,10,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
583,2019,12,11,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
563,2019,12,12,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
277,2019,12,13,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
265,2019,12,14,7Kg62xryma0,18949.0,492.0,7.0,84.0,116.0
519,2019,12,15,McjzpmbVsNI,9813.0,229.0,15.0,38.0,32.0
344,2019,12,16,McjzpmbVsNI,9813.0,229.0,15.0,38.0,32.0
330,2019,12,17,McjzpmbVsNI,9813.0,229.0,15.0,38.0,32.0
302,2019,12,18,McjzpmbVsNI,9813.0,229.0,15.0,38.0,32.0
277,2019,12,19,jltsAQQQztc,14620.0,255.0,8.0,68.0,73.0
311,2019,12,20,jltsAQQQztc,14620.0,255.0,8.0,68.0,73.0
258,2019,12,21,jltsAQQQztc,14620.0,255.0,8.0,68.0,73.0
337,2019,12,22,jltsAQQQztc,14620.0,255.0,8.0,68.0,73.0
331,2019,12,23,jltsAQQQztc,14620.0,255.0,8.0,68.0,73.0
340,2019,12,24,jltsAQQQztc,14620.0,255.0,8.0,68.0,73.0
472,2019,12,25,jltsAQQQztc,14620.0,255.0,8.0,68.0,73.0
644,2019,12,26,jltsAQQQztc,14620.0,255.0,8.0,68.0,73.0
466,2019,12,27,jltsAQQQztc,14620.0,255.0,8.0,68.0,73.0
398,2019,12,28,jltsAQQQztc,14620.0,255.0,8.0,68.0,73.0
402,2019,12,29,jltsAQQQztc,14620.0,255.0,8.0,68.0,73.0
411,2019,12,30,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
318,2019,12,31,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
326,2020,1,1,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
365,2020,1,2,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
362,2020,1,3,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
324,2020,1,4,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
382,2020,1,5,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
327,2020,1,6,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
322,2020,1,7,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
330,2020,1,8,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
304,2020,1,9,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
255,2020,1,10,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
414,2020,1,11,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
595,2020,1,12,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
591,2020,1,13,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
388,2020,1,14,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
256,2020,1,15,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
261,2020,1,16,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
240,2020,1,17,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
235,2020,1,18,iA27B9BmhlQ,8541.0,314.0,3.0,61.0,34.0
395,2020,1,19,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
309,2020,1,20,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
252,2020,1,21,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
237,2020,1,22,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
251,2020,1,23,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
202,2020,1,24,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
209,2020,1,25,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
278,2020,1,26,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
220,2020,1,27,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
242,2020,1,28,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
218,2020,1,29,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
196,2020,1,30,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
185,2020,1,31,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
209,2020,2,1,OnjFRhzhvDk,24151.0,452.0,17.0,68.0,111.0
245,2020,2,2,pz4Ue39xKOw,17888.0,418.0,17.0,84.0,122.0
234,2020,2,3,pz4Ue39xKOw,17888.0,418.0,17.0,84.0,122.0
217,2020,2,4,pz4Ue39xKOw,17888.0,418.0,17.0,84.0,122.0
201,2020,2,5,RVOugU-VBWM,41223.0,730.0,17.0,80.0,98.0
231,2020,2,6,RVOugU-VBWM,41223.0,730.0,17.0,80.0,98.0
184,2020,2,7,RVOugU-VBWM,41223.0,730.0,17.0,80.0,98.0
209,2020,2,8,RVOugU-VBWM,41223.0,730.0,17.0,80.0,98.0
265,2020,2,9,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
269,2020,2,10,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
239,2020,2,11,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
178,2020,2,12,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
173,2020,2,13,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
162,2020,2,14,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
170,2020,2,15,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
228,2020,2,16,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
180,2020,2,17,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
147,2020,2,18,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
157,2020,2,19,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
181,2020,2,20,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
133,2020,2,21,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
138,2020,2,22,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
163,2020,2,23,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
123,2020,2,24,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
153,2020,2,25,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
136,2020,2,26,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
158,2020,2,27,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
219,2020,2,28,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
162,2020,2,29,vFP9RbUhWcI,55365.0,491.0,32.0,50.0,153.0
336,2020,3,1,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
316,2020,3,2,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
143,2020,3,3,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
169,2020,3,4,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
149,2020,3,5,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
162,2020,3,6,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
134,2020,3,7,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
199,2020,3,8,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
209,2020,3,9,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
143,2020,3,10,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
141,2020,3,11,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
127,2020,3,12,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
89,2020,3,13,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
131,2020,3,14,o9S-1p1GZzs,9288.0,367.0,6.0,107.0,107.0
178,2020,3,15,lZDYNum43CI,81335.0,819.0,43.0,90.0,1922.0
132,2020,3,16,lZDYNum43CI,81335.0,819.0,43.0,90.0,1922.0
123,2020,3,17,lZDYNum43CI,81335.0,819.0,43.0,90.0,1922.0
108,2020,3,18,lZDYNum43CI,81335.0,819.0,43.0,90.0,1922.0
90,2020,3,19,lZDYNum43CI,81335.0,819.0,43.0,90.0,1922.0
83,2020,3,20,lZDYNum43CI,81335.0,819.0,43.0,90.0,1922.0
105,2020,3,21,lZDYNum43CI,81335.0,819.0,43.0,90.0,1922.0
95,2020,3,22,sEKT-VpShB8,18031.0,282.0,15.0,41.0,52.0
143,2020,3,23,sEKT-VpShB8,18031.0,282.0,15.0,41.0,52.0
126,2020,3,24,sEKT-VpShB8,18031.0,282.0,15.0,41.0,52.0
130,2020,3,25,ieNYrZkiC9Q,26901.0,624.0,26.0,139.0,184.0
130,2020,3,26,ieNYrZkiC9Q,26901.0,624.0,26.0,139.0,184.0
139,2020,3,27,_MqhXMG5t_Y,41683.0,1188.0,28.0,98.0,116.0
207,2020,3,28,_MqhXMG5t_Y,41683.0,1188.0,28.0,98.0,116.0
267,2020,3,29,XfVvds5-TWs,16836.0,341.0,11.0,112.0,102.0
223,2020,3,30,XfVvds5-TWs,16836.0,341.0,11.0,112.0,102.0
193,2020,3,31,XfVvds5-TWs,16836.0,341.0,11.0,112.0,102.0
261,2020,4,1,ymraqs1B_Nw,12426.0,456.0,10.0,51.0,158.0
168,2020,4,2,ymraqs1B_Nw,12426.0,456.0,10.0,51.0,158.0
149,2020,4,3,ymraqs1B_Nw,12426.0,456.0,10.0,51.0,158.0
145,2020,4,4,ymraqs1B_Nw,12426.0,456.0,10.0,51.0,158.0
184,2020,4,5,zjbRIzeGBz8,22975.0,789.0,17.0,219.0,628.0
202,2020,4,6,zjbRIzeGBz8,22975.0,789.0,17.0,219.0,628.0
172,2020,4,7,ScyCWqwK2PQ,2800.0,95.0,3.0,27.0,23.0
183,2020,4,8,ScyCWqwK2PQ,2800.0,95.0,3.0,27.0,23.0
142,2020,4,9,ScyCWqwK2PQ,2800.0,95.0,3.0,27.0,23.0
196,2020,4,10,XfEOrjWw8Vk,7553.0,301.0,4.0,43.0,66.0
208,2020,4,11,XfEOrjWw8Vk,7553.0,301.0,4.0,43.0,66.0
181,2020,4,12,XfEOrjWw8Vk,7553.0,301.0,4.0,43.0,66.0
238,2020,4,13,XfEOrjWw8Vk,7553.0,301.0,4.0,43.0,66.0
177,2020,4,14,XfEOrjWw8Vk,7553.0,301.0,4.0,43.0,66.0
151,2020,4,15,XfEOrjWw8Vk,7553.0,301.0,4.0,43.0,66.0
176,2020,4,16,XfEOrjWw8Vk,7553.0,301.0,4.0,43.0,66.0
160,2020,4,17,MqDdjuTZgZs,54327.0,528.0,70.0,126.0,496.0
207,2020,4,18,9y1C4OA_5VI,13538.0,354.0,14.0,106.0,132.0
167,2020,4,19,9y1C4OA_5VI,13538.0,354.0,14.0,106.0,132.0
262,2020,4,20,9y1C4OA_5VI,13538.0,354.0,14.0,106.0,132.0
169,2020,4,21,9y1C4OA_5VI,13538.0,354.0,14.0,106.0,132.0
207,2020,4,22,9y1C4OA_5VI,13538.0,354.0,14.0,106.0,132.0
176,2020,4,23,8_mMgloH06Y,26795.0,763.0,25.0,151.0,378.0
181,2020,4,24,8_mMgloH06Y,26795.0,763.0,25.0,151.0,378.0
171,2020,4,25,8_mMgloH06Y,26795.0,763.0,25.0,151.0,378.0
273,2020,4,26,8_mMgloH06Y,26795.0,763.0,25.0,151.0,378.0
318,2020,4,27,8_mMgloH06Y,26795.0,763.0,25.0,151.0,378.0
327,2020,4,28,8_mMgloH06Y,26795.0,763.0,25.0,151.0,378.0
338,2020,4,29,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
333,2020,4,30,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
256,2020,5,1,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
170,2020,5,2,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
380,2020,5,3,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
346,2020,5,4,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
206,2020,5,5,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
196,2020,5,6,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
205,2020,5,7,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
241,2020,5,8,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
246,2020,5,9,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
310,2020,5,10,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
263,2020,5,11,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
191,2020,5,12,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
189,2020,5,13,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
156,2020,5,14,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
207,2020,5,15,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
217,2020,5,16,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
184,2020,5,17,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
258,2020,5,18,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
175,2020,5,19,fR2ZdbX7otA,16420.0,479.0,13.0,101.0,233.0
528,2020,5,20,-_sRqyAV21g,17340.0,525.0,13.0,145.0,132.0
315,2020,5,21,-_sRqyAV21g,17340.0,525.0,13.0,145.0,132.0
278,2020,5,22,-_sRqyAV21g,17340.0,525.0,13.0,145.0,132.0
292,2020,5,23,-_sRqyAV21g,17340.0,525.0,13.0,145.0,132.0
245,2020,5,24,-_sRqyAV21g,17340.0,525.0,13.0,145.0,132.0
339,2020,5,25,-_sRqyAV21g,17340.0,525.0,13.0,145.0,132.0
392,2020,5,26,-_sRqyAV21g,17340.0,525.0,13.0,145.0,132.0
224,2020,5,27,-_sRqyAV21g,17340.0,525.0,13.0,145.0,132.0
355,2020,5,28,-_sRqyAV21g,17340.0,525.0,13.0,145.0,132.0
499,2020,5,29,-_sRqyAV21g,17340.0,525.0,13.0,145.0,132.0
468,2020,5,30,-_sRqyAV21g,17340.0,525.0,13.0,145.0,132.0
303,2020,5,31,-_sRqyAV21g,17340.0,525.0,13.0,145.0,132.0
332,2020,6,1,-_sRqyAV21g,17340.0,525.0,13.0,145.0,132.0
221,2020,6,2,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
477,2020,6,3,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
295,2020,6,4,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
301,2020,6,5,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
252,2020,6,6,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
366,2020,6,7,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
516,2020,6,8,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
283,2020,6,9,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
407,2020,6,10,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
633,2020,6,11,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
811,2020,6,12,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
506,2020,6,13,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
450,2020,6,14,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
532,2020,6,15,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
340,2020,6,16,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
445,2020,6,17,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
493,2020,6,18,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
396,2020,6,19,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
338,2020,6,20,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
316,2020,6,21,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
365,2020,6,22,NivC1gu-Wi8,9726.0,355.0,6.0,47.0,39.0
694,2020,6,23,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
439,2020,6,24,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
220,2020,6,25,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
224,2020,6,26,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
206,2020,6,27,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
283,2020,6,28,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
279,2020,6,29,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
291,2020,6,30,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
304,2020,7,1,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
399,2020,7,2,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
388,2020,7,3,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
242,2020,7,4,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
247,2020,7,5,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
231,2020,7,6,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
206,2020,7,7,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
238,2020,7,8,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
248,2020,7,9,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
349,2020,7,10,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
340,2020,7,11,Tkj7JKzhnv4,14905.0,374.0,9.0,108.0,215.0
212,2020,7,12,rGosRtdmg_E,3626.0,118.0,11.0,22.0,35.0
263,2020,7,13,rGosRtdmg_E,3626.0,118.0,11.0,22.0,35.0
273,2020,7,14,rGosRtdmg_E,3626.0,118.0,11.0,22.0,35.0
558,2020,7,15,rGosRtdmg_E,3626.0,118.0,11.0,22.0,35.0
319,2020,7,16,rGosRtdmg_E,3626.0,118.0,11.0,22.0,35.0
376,2020,7,17,rGosRtdmg_E,3626.0,118.0,11.0,22.0,35.0
372,2020,7,18,rGosRtdmg_E,3626.0,118.0,11.0,22.0,35.0
434,2020,7,19,-62No0ZxYdo,46360.0,914.0,41.0,117.0,221.0
556,2020,7,20,-62No0ZxYdo,46360.0,914.0,41.0,117.0,221.0
488,2020,7,21,-62No0ZxYdo,46360.0,914.0,41.0,117.0,221.0
475,2020,7,22,-62No0ZxYdo,46360.0,914.0,41.0,117.0,221.0
443,2020,7,23,-62No0ZxYdo,46360.0,914.0,41.0,117.0,221.0
571,2020,7,24,-62No0ZxYdo,46360.0,914.0,41.0,117.0,221.0
